CODAGENTE,NOMEDOGRUPO,CODGRUPO,VOLUME,FATURAMENTO,CODEMPRESA
3755,AGUAS MINERAIS E GELO,18,22.0,83.0,6
3755,ENERGETICO,19,3.0,36.0,6
3755,LIMPEZA E CONSERVACAO,21,1.0,16.76,6
3755,REFRIGERANTES,22,8.0,54.3,6
3755,SUCOS,23,1.0,3.5,6
3755,SORVETES,26,46.0,333.85,6
3759,ADITIVOS E FLUIDOS,5,2.0,72.0,6
3759,PALHETA AUTOMOTIVA,29,1.0,28.99,6
3761,COMBUSTIVEIS LIQUIDOS,1,3332.8098,18817.41,6
3761,AGENTE REDUTOR,2,1.0,89.9,6
3761,LUBRIFICANTES,4,11.0,474.92,6
3761,ADITIVOS E FLUIDOS,5,5.0,184.46,6
3761,LIMPEZA E CONSERVACAO,21,10.0,130.3,6
3761,SORVETES,26,1.0,6.0,6
3768,COMBUSTIVEIS LIQUIDOS,1,637.8181,3665.17,6
3768,LUBRIFICANTES,4,1.0,26.88,6
3768,ADITIVOS E FLUIDOS,5,1.0,19.59,6
3771,COMBUSTIVEIS LIQUIDOS,1,4342.4348,24705.96,6
3771,AGENTE REDUTOR,2,25.0,74.75,6
3771,LUBRIFICANTES,4,16.0,1248.88,6
3771,ADITIVOS E FLUIDOS,5,10.0,367.93,6
3771,FILTROS DE OLEO E AR,6,4.0,70.99,6
3771,FILTROS DE COMBUSTIVEIS,7,1.0,17.0,6
3771,PALHETA AUTOMOTIVA,29,2.0,65.0,6
3990,COMBUSTIVEIS LIQUIDOS,1,9617.5926,55100.45,6
3990,AGENTE REDUTOR,2,24.495,73.24,6
3990,LUBRIFICANTES,4,13.0,547.91,6
3990,ADITIVOS E FLUIDOS,5,26.0,920.53,6
3990,FILTROS DE OLEO E AR,6,2.0,33.0,6
3990,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,6
3990,LIMPEZA E CONSERVACAO,21,3.0,61.98,6
3990,PALHETA AUTOMOTIVA,29,3.0,93.0,6
8989,COMBUSTIVEIS LIQUIDOS,1,1445.4442,8119.0,6
8989,LUBRIFICANTES,4,2.0,78.98,6
15176,COMBUSTIVEIS LIQUIDOS,1,12122.4793,68445.81,6
15176,AGENTE REDUTOR,2,6.2241,18.61,6
15176,LUBRIFICANTES,4,2.0,99.98,6
15176,ADITIVOS E FLUIDOS,5,28.0,921.88,6
15176,ENERGETICO,19,1.0,12.0,6
15176,SORVETES,26,2.0,10.0,6
15511,COMBUSTIVEIS LIQUIDOS,1,5948.3058,33070.07,6
15511,AGENTE REDUTOR,2,39.4451,117.94,6
15511,LUBRIFICANTES,4,3.0,109.97,6
15511,PALHETA AUTOMOTIVA,29,4.0,120.97,6
21556,COMBUSTIVEIS LIQUIDOS,1,1929.282,10632.21,6
21773,COMBUSTIVEIS LIQUIDOS,1,668.7632,3625.88,6
21773,LUBRIFICANTES,4,1.0,26.88,6
21773,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,6
22768,COMBUSTIVEIS LIQUIDOS,1,284.3507,1596.95,6
22768,LUBRIFICANTES,4,1.0,27.99,6
22777,COMBUSTIVEIS LIQUIDOS,1,545.0296,2898.74,6
22777,LIMPEZA E CONSERVACAO,21,1.0,12.52,6
24206,COMBUSTIVEIS LIQUIDOS,1,4349.6906,24068.49,6
24206,LUBRIFICANTES,4,1.0,22.0,6
24206,ADITIVOS E FLUIDOS,5,4.0,125.97,6
27138,COMBUSTIVEIS LIQUIDOS,1,5404.6546,30791.52,6
27138,LUBRIFICANTES,4,7.0,281.93,6
27138,ADITIVOS E FLUIDOS,5,8.0,252.65,6
27138,LIMPEZA E CONSERVACAO,21,4.0,59.47,6
27138,PALHETA AUTOMOTIVA,29,6.0,188.97,6
0,COMBUSTIVEIS LIQUIDOS,1,145.3058,851.69,7
3833,COMBUSTIVEIS LIQUIDOS,1,11306.5519,65572.69,7
3833,LUBRIFICANTES,4,2.0,55.98,7
3833,ADITIVOS E FLUIDOS,5,23.0,747.49,7
3833,DIVERSOS GERAIS - VEICULOS,8,3.0,65.07,7
3833,LIMPEZA E CONSERVACAO,21,5.0,78.8,7
4068,COMBUSTIVEIS LIQUIDOS,1,427.7124,2597.2,7
4072,COMBUSTIVEIS LIQUIDOS,1,1015.6283,5873.18,7
4072,LUBRIFICANTES,4,1.0,34.0,7
4072,ADITIVOS E FLUIDOS,5,1.0,31.26,7
4072,DIVERSOS GERAIS - VEICULOS,8,1.0,17.54,7
4072,LIMPEZA E CONSERVACAO,21,9.0,156.24,7
4074,COMBUSTIVEIS LIQUIDOS,1,2440.2648,14091.52,7
4076,COMBUSTIVEIS LIQUIDOS,1,1240.6562,7058.75,7
4088,COMBUSTIVEIS LIQUIDOS,1,1421.2927,8164.49,7
4090,COMBUSTIVEIS LIQUIDOS,1,11247.1137,63901.49,7
4090,AGENTE REDUTOR,2,155.2717,464.26,7
4090,LUBRIFICANTES,4,8.0,328.93,7
4090,ADITIVOS E FLUIDOS,5,17.0,665.44,7
4090,DIVERSOS GERAIS - VEICULOS,8,1.0,17.54,7
4090,LIMPEZA E CONSERVACAO,21,3.0,44.39,7
10723,COMBUSTIVEIS LIQUIDOS,1,400.1067,2353.71,7
20657,COMBUSTIVEIS LIQUIDOS,1,7628.2772,44212.4,7
20657,AGENTE REDUTOR,2,121.0,361.79,7
20657,LUBRIFICANTES,4,6.0,564.94,7
20657,ADITIVOS E FLUIDOS,5,8.0,260.96,7
20657,LIMPEZA E CONSERVACAO,21,1.0,9.99,7
20659,COMBUSTIVEIS LIQUIDOS,1,908.7723,5324.84,7
20659,PECAS E ACESSORIOS VEICULO ,10,1.0,26.05,7
20659,LIMPEZA E CONSERVACAO,21,2.0,29.54,7
20659,PALHETA AUTOMOTIVA,29,1.0,31.0,7
24054,COMBUSTIVEIS LIQUIDOS,1,1866.9474,10693.43,7
24054,LUBRIFICANTES,4,3.0,89.97,7
27120,COMBUSTIVEIS LIQUIDOS,1,4105.8674,23758.83,7
27120,AGENTE REDUTOR,2,57.7191,172.58,7
27120,LUBRIFICANTES,4,2.0,44.99,7
27120,ADITIVOS E FLUIDOS,5,13.0,498.93,7
27120,PALHETA AUTOMOTIVA,29,1.0,34.0,7
30873,COMBUSTIVEIS LIQUIDOS,1,2549.711,14340.36,7
30873,AGENTE REDUTOR,2,33.0904,98.94,7
30873,LUBRIFICANTES,4,2.0,77.98,7
30873,ADITIVOS E FLUIDOS,5,2.0,45.0,7
30873,DIVERSOS GERAIS - VEICULOS,8,2.0,42.54,7
30873,LIMPEZA E CONSERVACAO,21,4.0,52.35,7
30874,COMBUSTIVEIS LIQUIDOS,1,9088.7822,51729.52,7
30874,AGENTE REDUTOR,2,203.0,606.97,7
30874,LUBRIFICANTES,4,2.0,66.98,7
30874,ADITIVOS E FLUIDOS,5,4.0,241.17,7
30874,LIMPEZA E CONSERVACAO,21,3.0,55.94,7
31995,COMBUSTIVEIS LIQUIDOS,1,11713.1749,67605.15,7
31995,AGENTE REDUTOR,2,178.6632,534.2,7
31995,LUBRIFICANTES,4,1.0,34.0,7
31995,ADITIVOS E FLUIDOS,5,6.0,222.98,7
31995,DIVERSOS GERAIS - VEICULOS,8,2.0,36.53,7
31995,LIMPEZA E CONSERVACAO,21,4.0,63.19,7
589,COMBUSTIVEIS LIQUIDOS,1,142.5204,799.36,8
589,AGENTE REDUTOR,2,8.92,26.67,8
663,COMBUSTIVEIS LIQUIDOS,1,14548.8679,82258.34,8
663,AGENTE REDUTOR,2,436.9752,1306.55,8
663,LUBRIFICANTES,4,13.0,494.91,8
663,ADITIVOS E FLUIDOS,5,3.0,169.21,8
663,DIVERSOS GERAIS - VEICULOS,8,1.0,16.74,8
663,PECAS E ACESSORIOS VEICULO ,10,2.0,76.0,8
663,LIMPEZA E CONSERVACAO,21,4.0,90.98,8
663,PALHETA AUTOMOTIVA,29,1.0,29.0,8
664,COMBUSTIVEIS LIQUIDOS,1,375.2406,2160.89,8
665,COMBUSTIVEIS LIQUIDOS,1,418.5859,2243.9,8
680,COMBUSTIVEIS LIQUIDOS,1,8221.3958,46187.49,8
680,AGENTE REDUTOR,2,55.0806,164.69,8
680,LUBRIFICANTES,4,12.0,635.91,8
680,ADITIVOS E FLUIDOS,5,2.0,240.26,8
680,LIMPEZA E CONSERVACAO,21,2.0,35.98,8
680,PALHETA AUTOMOTIVA,29,1.0,34.0,8
682,COMBUSTIVEIS LIQUIDOS,1,15727.0104,90283.42,8
682,AGENTE REDUTOR,2,212.3753,635.0,8
682,LUBRIFICANTES,4,17.0,599.84,8
682,ADITIVOS E FLUIDOS,5,14.0,657.08,8
682,DIVERSOS GERAIS - VEICULOS,8,3.0,26.92,8
682,LIMPEZA E CONSERVACAO,21,4.0,61.44,8
686,COMBUSTIVEIS LIQUIDOS,1,10590.2214,60244.62,8
686,AGENTE REDUTOR,2,123.2722,455.49,8
686,LUBRIFICANTES,4,16.0,1097.85,8
686,ADITIVOS E FLUIDOS,5,11.0,431.95,8
686,LIMPEZA E CONSERVACAO,21,4.0,76.97,8
686,PALHETA AUTOMOTIVA,29,2.0,99.0,8
690,COMBUSTIVEIS LIQUIDOS,1,4374.9507,24659.9,8
690,AGENTE REDUTOR,2,102.9702,307.88,8
690,LUBRIFICANTES,4,21.0,4137.81,8
690,ADITIVOS E FLUIDOS,5,5.0,264.96,8
690,FILTROS DE OLEO E AR,6,8.0,543.46,8
690,FILTROS DE COMBUSTIVEIS,7,5.0,324.97,8
690,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,8
696,COMBUSTIVEIS LIQUIDOS,1,6808.3758,37966.72,8
696,AGENTE REDUTOR,2,46.3384,138.55,8
696,LUBRIFICANTES,4,2.0,54.98,8
696,ADITIVOS E FLUIDOS,5,1.0,35.0,8
710,COMBUSTIVEIS LIQUIDOS,1,1175.5914,6530.44,8
714,COMBUSTIVEIS LIQUIDOS,1,2127.0577,12044.43,8
719,COMBUSTIVEIS LIQUIDOS,1,888.4969,5068.49,8
720,COMBUSTIVEIS LIQUIDOS,1,15897.9968,90200.29,8
720,AGENTE REDUTOR,2,376.9826,1127.17,8
720,LUBRIFICANTES,4,8.0,408.96,8
720,ADITIVOS E FLUIDOS,5,27.0,1648.14,8
720,DIVERSOS GERAIS - VEICULOS,8,1.0,15.5,8
720,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,8
720,LIMPEZA E CONSERVACAO,21,6.0,99.6,8
720,PALHETA AUTOMOTIVA,29,2.0,96.0,8
722,COMBUSTIVEIS LIQUIDOS,1,9703.4673,55321.86,8
722,AGENTE REDUTOR,2,43.305,129.48,8
722,LUBRIFICANTES,4,8.0,310.94,8
722,ADITIVOS E FLUIDOS,5,6.0,726.32,8
722,LIMPEZA E CONSERVACAO,21,1.0,31.0,8
2585,COMBUSTIVEIS LIQUIDOS,1,1684.3854,9775.11,8
2585,AGENTE REDUTOR,2,34.783,104.0,8
4201,COMBUSTIVEIS LIQUIDOS,1,12483.2145,70640.79,8
4201,AGENTE REDUTOR,2,215.5223,818.23,8
4201,LUBRIFICANTES,4,10.0,329.92,8
4201,ADITIVOS E FLUIDOS,5,5.0,243.48,8
4201,LIMPEZA E CONSERVACAO,21,1.0,19.99,8
4557,COMBUSTIVEIS LIQUIDOS,1,4534.5179,25328.3,8
4557,AGENTE REDUTOR,2,76.3282,228.22,8
4557,LUBRIFICANTES,4,40.5,4829.69,8
4557,ADITIVOS E FLUIDOS,5,5.0,187.97,8
4557,FILTROS DE OLEO E AR,6,9.0,675.74,8
4557,FILTROS DE COMBUSTIVEIS,7,11.0,1163.17,8
4557,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,8
4557,LIMPEZA E CONSERVACAO,21,1.0,14.15,8
4557,PALHETA AUTOMOTIVA,29,2.0,68.0,8
7180,COMBUSTIVEIS LIQUIDOS,1,9918.7873,55881.26,8
7180,AGENTE REDUTOR,2,150.6973,450.58,8
7180,LUBRIFICANTES,4,9.0,454.92,8
7180,ADITIVOS E FLUIDOS,5,8.0,544.21,8
7180,DIVERSOS GERAIS - VEICULOS,8,1.0,15.0,8
7180,PECAS E ACESSORIOS VEICULO ,10,2.0,64.05,8
7180,LIMPEZA E CONSERVACAO,21,3.0,81.99,8
12542,COMBUSTIVEIS LIQUIDOS,1,4861.4551,27455.41,8
12542,AGENTE REDUTOR,2,3.689,11.03,8
12542,LUBRIFICANTES,4,4.0,109.97,8
12542,ADITIVOS E FLUIDOS,5,1.0,28.99,8
12542,DIVERSOS GERAIS - VEICULOS,8,1.0,15.5,8
12542,LIMPEZA E CONSERVACAO,21,2.0,22.88,8
25479,COMBUSTIVEIS LIQUIDOS,1,13060.9051,73375.69,8
25479,AGENTE REDUTOR,2,254.691,1022.25,8
25479,LUBRIFICANTES,4,7.0,296.93,8
25479,ADITIVOS E FLUIDOS,5,7.0,288.07,8
25479,DIVERSOS GERAIS - VEICULOS,8,6.0,92.68,8
25479,PECAS E ACESSORIOS VEICULO ,10,2.0,76.0,8
25479,LIMPEZA E CONSERVACAO,21,4.0,47.19,8
29110,COMBUSTIVEIS LIQUIDOS,1,9028.4315,50897.83,8
29110,AGENTE REDUTOR,2,71.1551,299.66,8
29110,LUBRIFICANTES,4,2.0,61.98,8
29110,ADITIVOS E FLUIDOS,5,1.0,39.99,8
29110,LIMPEZA E CONSERVACAO,21,1.0,21.5,8
34653,COMBUSTIVEIS LIQUIDOS,1,6650.9743,37432.56,8
34653,LUBRIFICANTES,4,17.0,530.83,8
34653,ADITIVOS E FLUIDOS,5,4.0,117.99,8
34653,DIVERSOS GERAIS - VEICULOS,8,1.0,15.0,8
34653,PECAS E ACESSORIOS VEICULO ,10,2.0,76.0,8
34653,LIMPEZA E CONSERVACAO,21,1.0,17.99,8
34653,PALHETA AUTOMOTIVA,29,1.0,28.99,8
17,COMBUSTIVEIS -  GNV,25,254.2862,1200.21,9
3030,LUBRIFICANTES,4,1.0,22.99,9
3030,COMBUSTIVEIS -  GNV,25,870.9281,4110.7,9
3037,LUBRIFICANTES,4,1.0,22.99,9
3037,COMBUSTIVEIS -  GNV,25,499.8018,2359.03,9
3047,LUBRIFICANTES,4,9.0,206.91,9
3047,COMBUSTIVEIS -  GNV,25,1720.3665,8120.01,9
3049,COMBUSTIVEIS -  GNV,25,22.0044,103.86,9
3062,LUBRIFICANTES,4,1.0,22.99,9
3062,COMBUSTIVEIS -  GNV,25,353.1415,1666.8,9
3132,COMBUSTIVEIS -  GNV,25,49.9666,235.84,9
3162,COMBUSTIVEIS -  GNV,25,208.7723,985.39,9
3293,COMBUSTIVEIS -  GNV,25,9.7755,46.14,9
4015,COMBUSTIVEIS -  GNV,25,22.1572,104.58,9
7439,LUBRIFICANTES,4,6.0,137.94,9
7439,COMBUSTIVEIS -  GNV,25,2274.2238,10734.17,9
9087,LUBRIFICANTES,4,1.0,22.99,9
9087,COMBUSTIVEIS -  GNV,25,35.3803,166.99,9
9122,LUBRIFICANTES,4,5.0,114.95,9
9122,COMBUSTIVEIS -  GNV,25,242.4013,1144.12,9
12335,LUBRIFICANTES,4,8.0,183.92,9
12335,COMBUSTIVEIS -  GNV,25,4189.2755,19773.07,9
16682,LUBRIFICANTES,4,11.0,243.86,9
16682,COMBUSTIVEIS -  GNV,25,4860.3812,22940.63,9
22871,LUBRIFICANTES,4,3.0,68.97,9
22871,COMBUSTIVEIS -  GNV,25,12.515,59.07,9
27045,COMBUSTIVEIS -  GNV,25,261.0569,1232.17,9
29794,COMBUSTIVEIS -  GNV,25,191.9843,906.15,9
29795,LUBRIFICANTES,4,2.0,36.95,9
29795,COMBUSTIVEIS -  GNV,25,638.1246,3011.91,9
30202,COMBUSTIVEIS -  GNV,25,168.093,793.39,9
31988,LUBRIFICANTES,4,1.0,22.99,9
31988,COMBUSTIVEIS -  GNV,25,113.8895,537.55,9
3046,COMBUSTIVEIS -  GNV,25,24.1446,113.96,11
3307,LUBRIFICANTES,4,3.0,68.97,11
3307,COMBUSTIVEIS -  GNV,25,645.4641,3046.54,11
3310,COMBUSTIVEIS -  GNV,25,318.6875,1504.18,11
3418,LUBRIFICANTES,4,10.0,229.9,11
3418,COMBUSTIVEIS -  GNV,25,3898.695,18401.54,11
3419,LUBRIFICANTES,4,3.0,68.97,11
3419,COMBUSTIVEIS -  GNV,25,2442.4717,11528.25,11
3538,LUBRIFICANTES,4,3.0,68.97,11
3538,COMBUSTIVEIS -  GNV,25,591.5487,2792.05,11
3541,COMBUSTIVEIS -  GNV,25,4.0785,19.25,11
3542,LUBRIFICANTES,4,13.0,298.87,11
3542,COMBUSTIVEIS -  GNV,25,4002.9754,18893.71,11
3606,COMBUSTIVEIS -  GNV,25,104.6246,493.82,11
3608,COMBUSTIVEIS -  GNV,25,57.4798,271.3,11
3672,COMBUSTIVEIS -  GNV,25,49.5053,233.66,11
3728,COMBUSTIVEIS -  GNV,25,397.3647,1875.52,11
3729,LUBRIFICANTES,4,5.0,114.95,11
3729,COMBUSTIVEIS -  GNV,25,2013.44,9503.25,11
3731,COMBUSTIVEIS -  GNV,25,382.7508,1806.55,11
7667,COMBUSTIVEIS -  GNV,25,285.6019,1348.02,11
11291,COMBUSTIVEIS -  GNV,25,69.1043,326.17,11
11292,LUBRIFICANTES,4,1.0,22.99,11
11292,COMBUSTIVEIS -  GNV,25,154.8142,730.71,11
12777,LUBRIFICANTES,4,1.0,22.99,11
12777,COMBUSTIVEIS -  GNV,25,323.7523,1528.09,11
25398,COMBUSTIVEIS -  GNV,25,33.9705,160.34,11
31870,LUBRIFICANTES,4,1.0,22.99,11
31870,COMBUSTIVEIS -  GNV,25,225.5745,1064.7,11
34640,COMBUSTIVEIS -  GNV,25,353.8792,1670.28,11
3290,LUBRIFICANTES,4,1.0,32.99,12
3298,LUBRIFICANTES,4,5.0,124.95,12
3298,COMBUSTIVEIS -  GNV,25,3676.3822,17240.43,12
3302,COMBUSTIVEIS -  GNV,25,424.5588,1989.52,12
3303,COMBUSTIVEIS -  GNV,25,31.8682,149.46,12
3314,LUBRIFICANTES,4,5.0,124.95,12
3314,COMBUSTIVEIS -  GNV,25,2054.7649,9631.29,12
3612,COMBUSTIVEIS -  GNV,25,116.4745,546.25,12
3618,COMBUSTIVEIS -  GNV,25,126.6111,593.8,12
3619,LUBRIFICANTES,4,16.0,367.84,12
3619,COMBUSTIVEIS -  GNV,25,3775.8806,17704.29,12
3620,LUBRIFICANTES,4,2.0,45.98,12
3620,COMBUSTIVEIS -  GNV,25,203.2947,953.43,12
3622,LUBRIFICANTES,4,5.0,124.95,12
3622,COMBUSTIVEIS -  GNV,25,1547.8719,7255.01,12
3631,COMBUSTIVEIS -  GNV,25,278.8632,1307.84,12
16055,LUBRIFICANTES,4,7.0,170.93,12
16055,COMBUSTIVEIS -  GNV,25,3909.1932,18321.98,12
16492,LUBRIFICANTES,4,4.0,101.96,12
16492,COMBUSTIVEIS -  GNV,25,1284.1812,6020.66,12
21103,LUBRIFICANTES,4,1.0,22.99,12
21103,COMBUSTIVEIS -  GNV,25,794.0224,3723.9,12
22762,COMBUSTIVEIS -  GNV,25,160.6659,753.51,12
22778,LUBRIFICANTES,4,1.0,32.99,12
22778,COMBUSTIVEIS -  GNV,25,391.1852,1832.26,12
29959,COMBUSTIVEIS -  GNV,25,57.2555,268.52,12
3308,LUBRIFICANTES,4,7.0,180.93,13
3308,COMBUSTIVEIS -  GNV,25,2256.8793,10581.29,13
3315,LUBRIFICANTES,4,8.0,183.92,13
3315,COMBUSTIVEIS -  GNV,25,2327.8881,10917.45,13
3316,COMBUSTIVEIS -  GNV,25,49.011,226.54,13
3318,LUBRIFICANTES,4,7.0,164.93,13
3318,COMBUSTIVEIS -  GNV,25,1712.8734,8032.13,13
3626,COMBUSTIVEIS -  GNV,25,121.381,569.26,13
3629,COMBUSTIVEIS -  GNV,25,168.21,788.88,13
3723,COMBUSTIVEIS -  GNV,25,16.0171,75.12,13
3736,COMBUSTIVEIS -  GNV,25,2.6674,12.51,13
3749,LUBRIFICANTES,4,10.0,237.9,13
3749,COMBUSTIVEIS -  GNV,25,1984.6843,9305.21,13
3755,LUBRIFICANTES,4,7.0,168.93,13
3755,COMBUSTIVEIS -  GNV,25,3372.4908,15815.12,13
3759,LUBRIFICANTES,4,3.0,72.97,13
3759,COMBUSTIVEIS -  GNV,25,2532.16,11872.74,13
3761,LUBRIFICANTES,4,2.0,27.92,13
3761,COMBUSTIVEIS -  GNV,25,24.0286,112.69,13
3768,COMBUSTIVEIS -  GNV,25,26.444,124.02,13
3771,COMBUSTIVEIS -  GNV,25,77.7993,364.87,13
3990,COMBUSTIVEIS -  GNV,25,177.6342,833.07,13
8989,LUBRIFICANTES,4,3.0,68.97,13
8989,COMBUSTIVEIS -  GNV,25,2399.1374,11249.27,13
15176,COMBUSTIVEIS -  GNV,25,48.1693,225.91,13
15511,COMBUSTIVEIS -  GNV,25,130.7871,613.37,13
21556,LUBRIFICANTES,4,1.0,22.99,13
21556,COMBUSTIVEIS -  GNV,25,3710.4446,17400.64,13
21773,LUBRIFICANTES,4,5.0,96.89,13
21773,COMBUSTIVEIS -  GNV,25,1773.5003,8312.99,13
22768,LUBRIFICANTES,4,3.0,68.97,13
22768,COMBUSTIVEIS -  GNV,25,1317.2952,6177.92,13
22777,COMBUSTIVEIS -  GNV,25,3536.9336,16585.28,13
24206,COMBUSTIVEIS -  GNV,25,89.3376,418.99,13
27138,COMBUSTIVEIS -  GNV,25,31.131,146.0,13
3077,COMBUSTIVEIS LIQUIDOS,1,7502.3605,42456.35,16
3077,AGENTE REDUTOR,2,113.6963,339.95,16
3077,LUBRIFICANTES,4,5.0,275.95,16
3077,ADITIVOS E FLUIDOS,5,3.0,188.21,16
3077,FILTROS DE OLEO E AR,6,1.0,19.99,16
3077,DIVERSOS GERAIS - VEICULOS,8,1.0,15.0,16
3077,PECAS E ACESSORIOS VEICULO ,10,2.0,56.99,16
3077,LIMPEZA E CONSERVACAO,21,3.0,52.98,16
3079,COMBUSTIVEIS LIQUIDOS,1,8712.357,49585.11,16
3079,AGENTE REDUTOR,2,105.5487,663.59,16
3079,LUBRIFICANTES,4,4.0,149.97,16
3079,DIVERSOS GERAIS - VEICULOS,8,1.0,24.0,16
3079,LIMPEZA E CONSERVACAO,21,6.0,111.46,16
3080,COMBUSTIVEIS LIQUIDOS,1,122.9679,661.39,16
3082,DIVERSOS GERAIS - VEICULOS,8,1.0,15.5,16
3082,PECAS E ACESSORIOS VEICULO ,10,7.0,266.0,16
3082,LIMPEZA E CONSERVACAO,21,5.0,86.16,16
3084,COMBUSTIVEIS LIQUIDOS,1,858.7271,4902.73,16
3084,AGENTE REDUTOR,2,79.9602,239.08,16
3089,COMBUSTIVEIS LIQUIDOS,1,5.1002,30.04,16
3089,ADITIVOS E FLUIDOS,5,1.0,20.11,16
3089,DIVERSOS GERAIS - VEICULOS,8,2.0,31.0,16
3089,PECAS E ACESSORIOS VEICULO ,10,6.0,183.05,16
3089,LIMPEZA E CONSERVACAO,21,14.0,238.71,16
3090,COMBUSTIVEIS LIQUIDOS,1,115.6097,683.56,16
3094,COMBUSTIVEIS LIQUIDOS,1,3778.2986,21790.7,16
3094,LUBRIFICANTES,4,5.0,187.95,16
3094,ADITIVOS E FLUIDOS,5,9.0,361.92,16
3094,FILTROS DE COMBUSTIVEIS,7,1.0,81.99,16
3094,DIVERSOS GERAIS - VEICULOS,8,3.0,56.97,16
3094,LIMPEZA E CONSERVACAO,21,5.0,81.95,16
3094,PALHETA AUTOMOTIVA,29,2.0,63.0,16
3096,COMBUSTIVEIS LIQUIDOS,1,15587.6807,89730.85,16
3096,AGENTE REDUTOR,2,473.3461,1589.3,16
3096,LUBRIFICANTES,4,7.0,668.95,16
3096,ADITIVOS E FLUIDOS,5,4.0,182.98,16
3096,LIMPEZA E CONSERVACAO,21,3.0,72.99,16
3098,COMBUSTIVEIS LIQUIDOS,1,12201.4044,69810.59,16
3098,AGENTE REDUTOR,2,323.5024,1315.27,16
3098,LUBRIFICANTES,4,3.0,489.97,16
3098,ADITIVOS E FLUIDOS,5,4.0,499.24,16
3098,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,16
3099,PECAS E ACESSORIOS VEICULO ,10,1.0,38.0,16
3108,COMBUSTIVEIS LIQUIDOS,1,398.3335,2271.02,16
3111,COMBUSTIVEIS LIQUIDOS,1,15.7207,94.57,16
3111,LUBRIFICANTES,4,67.0,2787.37,16
3111,ADITIVOS E FLUIDOS,5,7.0,309.97,16
3111,FILTROS DE OLEO E AR,6,13.0,618.34,16
3111,FILTROS DE COMBUSTIVEIS,7,11.0,958.98,16
3114,COMBUSTIVEIS LIQUIDOS,1,12.863,74.79,16
3114,LUBRIFICANTES,4,90.0,2918.12,16
3114,ADITIVOS E FLUIDOS,5,6.0,517.97,16
3114,FILTROS DE OLEO E AR,6,23.0,1583.84,16
3114,FILTROS DE COMBUSTIVEIS,7,14.0,1292.43,16
3116,COMBUSTIVEIS LIQUIDOS,1,1480.2616,8542.22,16
3116,AGENTE REDUTOR,2,27.599,82.52,16
3119,COMBUSTIVEIS LIQUIDOS,1,15616.8771,90542.85,16
3119,AGENTE REDUTOR,2,336.0549,1178.8,16
3119,LUBRIFICANTES,4,4.0,203.78,16
3119,ADITIVOS E FLUIDOS,5,3.0,136.99,16
3119,LIMPEZA E CONSERVACAO,21,1.0,21.99,16
3120,COMBUSTIVEIS LIQUIDOS,1,1475.6579,8582.51,16
3133,COMBUSTIVEIS LIQUIDOS,1,3265.2435,18814.72,16
3133,ADITIVOS E FLUIDOS,5,6.0,195.94,16
3133,DIVERSOS GERAIS - VEICULOS,8,5.0,93.98,16
3133,LIMPEZA E CONSERVACAO,21,3.0,57.98,16
3133,PALHETA AUTOMOTIVA,29,2.0,63.0,16
5257,COMBUSTIVEIS LIQUIDOS,1,3086.0672,17716.32,16
5257,LUBRIFICANTES,4,6.0,151.94,16
5257,ADITIVOS E FLUIDOS,5,3.0,118.99,16
5257,LIMPEZA E CONSERVACAO,21,1.0,16.99,16
5257,PALHETA AUTOMOTIVA,29,1.0,65.0,16
9189,COMBUSTIVEIS LIQUIDOS,1,94.6432,502.29,16
10489,COMBUSTIVEIS LIQUIDOS,1,3845.1312,22255.24,16
10489,LUBRIFICANTES,4,5.0,152.95,16
10489,ADITIVOS E FLUIDOS,5,4.0,326.97,16
10489,DIVERSOS GERAIS - VEICULOS,8,2.0,37.98,16
10489,LIMPEZA E CONSERVACAO,21,7.0,188.97,16
10489,PALHETA AUTOMOTIVA,29,1.0,28.99,16
13288,COMBUSTIVEIS LIQUIDOS,1,6928.1379,39776.63,16
13288,AGENTE REDUTOR,2,218.4224,827.08,16
13288,LUBRIFICANTES,4,2.0,594.0,16
13288,ADITIVOS E FLUIDOS,5,5.0,266.22,16
24388,COMBUSTIVEIS LIQUIDOS,1,284.3565,1592.9,16
27135,COMBUSTIVEIS LIQUIDOS,1,5277.395,29824.69,16
27135,AGENTE REDUTOR,2,19.6823,58.85,16
27135,LUBRIFICANTES,4,3.0,389.98,16
27135,ADITIVOS E FLUIDOS,5,2.0,65.99,16
27135,FILTROS DE COMBUSTIVEIS,7,1.0,132.0,16
27135,LIMPEZA E CONSERVACAO,21,2.0,39.98,16
27135,PALHETA AUTOMOTIVA,29,3.0,133.0,16
29021,COMBUSTIVEIS LIQUIDOS,1,4384.1421,25161.72,16
29021,LUBRIFICANTES,4,5.0,237.96,16
29021,ADITIVOS E FLUIDOS,5,6.0,310.95,16
29021,LIMPEZA E CONSERVACAO,21,5.0,126.98,16
30208,DIVERSOS GERAIS - VEICULOS,8,2.0,17.69,16
30208,LIMPEZA E CONSERVACAO,21,11.0,190.01,16
17,COMBUSTIVEIS LIQUIDOS,1,2555.695,14557.52,17
